teks,skor,label
game ini keren bgt,5,positif
Otak lu yg ngeleg syamsul😈,5,positif
perbaiki ping sinyalnya moonton,4,positif
geme nya sangat membosankan bisa bikin setres ga pernah dapat tim bagus giliran musuhnya jago jago semua,1,negatif
monton beri lah menang aku kalah kalah terus bikin banyak marah marah sekarang aku kalo main mobile legends,1,negatif
renknya di perbaikannya,1,negatif
"bagus sih, tapi sekarang jarang main karna malu ada kolek""an",5,positif
"KRITIK SARAN MOONTON TOLONG UTAMAIN KENYAMANAN PLAYERNYA MAIN KAN BER5 KASIH TIM YANG SEIMBANG , SETELAH UPDATE MAKIN GA JELAS ADA JDI ROLE ROLE APALAH , UDH GITU SPEL GANTI OTOMATIS ROLE UDH GA ADA , UTAMAIN KENYAMANAN PLAYER",1,negatif
"Kasih dark sistem terus moonton biar,gak ad yang mau mainNi game lagi .Kren Kren .dark sistem nya,, menang 1x dark sistem 10x mantap Nambah stres main ni game,, gw saranin pindah, game bangsad",1,negatif
geme ya Sangat bagus,5,positif
mantaaap,5,positif
jelek bisa bisanya sinyal bagus tapi ngga bisa di gerakin,2,negatif
"untuk developer tolong dark sistem nya dikuranginya. apa lagi bagi player solo, karena nggak semua player yang main partyan. lebih banyak player maen solo seperti saya.",1,negatif
bagus,5,positif
bagus tp sering defear,5,positif
game budoh game babi sebanyaknya prayer main knp harus tim gw yg paling bebannnnnnn moonton budoh,1,negatif
Papi moonton tolong bikin fitur pinjam skin ke teman saat bermain di ranked,3,netral
moonton tolong lah pengurangan kredit skor itu jangan banyak banget sekali nambah dikit banget,2,negatif
bagus aj,5,positif
wah saya bermain game ini dengan losetreak 20 kalo dan di 20 game itu saya mvp kalah,5,positif
bnyk dark sistem,1,negatif
Disini saya jadi tolol ( pintar ),5,positif
game nya lumayan bisa di mainin pas bosen main ff,5,positif
game nya rame banget,5,positif
game nya bagus karena........,5,positif
moonton ga kasih gua menang asu,1,negatif
heronya keren keren,5,positif
seru banget,5,positif
moonton kenapa aku gak bisa ke dalam game😭😭,4,positif
yg bener aja monton masa gw lose strek 12 kali dapet tmn kayak komputer tolong di perbaiki,1,negatif
Moonton Ko jahat banget padahal cuma pake app cloner cuman buat biar enak Gonta ganti akun eh malah ke Ban 10rb hari di duga cheat. Masa sih ga bisa bedain Cheat sama aplikasi cloner ga profesional banget. di tunggu responnya kalo ga ada respon aku ga akan pernah main ini lagi,2,negatif
kenapa ya sinyal bagus tapi sering lag saat main,4,positif
"joki dan bot meraja lela, paling lucu tim kita di kasih bot biar kalah pemain solo makinmenderita. pesan ini udah lama dan ini cuman di perbarui aja, dah setahun ga ada tindakan mending tutup aja sih",1,negatif
geme gk jls,1,negatif
"game apa ini gw selalu kalah, brawl selalu dapat tim DARK SYSTEM gw selalu dapet Dark system kenapa? Monton emang GK bener kalo bikin game (Mabok Kaya mojang!)",1,negatif
matchmaking benerin sono,1,negatif
game acu,5,positif
sangat baik dan saya sangat senang dengan game ini dan saya sangay menyukainua sekali,5,positif
tolong lah sistem cari musuh nya di percepat. cari musuh sampe 5 menit baru dapet. ga enak banget buat main,5,positif
"tolong lah moonton buat player yang lag dan yang keluar sengaja jagan di pertemukan dengan player yang tidak mengalami lag, karena menyusahkan teman... saya pribadi capek ketemu player yang seperti itu... jadi tolong kalau di berikan sangsi jangan yang biasa ajah.. capek moonton tolong lah... buat sangsi yang lebih berat seminggu gak bisa maen kek ampe sebulan sekalian. tolong jangan pertemukan player yang tidak lag dgn yang lag...",4,positif
setelah pembaruan peth sering ngelag,2,negatif
game buriq,1,negatif
dapet tim ndak jelas trus.. stiap main dapat drak sistem mulu naik 1 bintang turun 2 bintang 😢,2,negatif
Game nya sangat bagus Apa lagi untuk Player new juga bisa main ini yuk main Mobile Legends,5,positif
masa pas collab ml x Naruto kurama nya kecil dan Madara nya gede jadi gak keren,1,negatif
"game nya udah bagus,tapi game ini sedikit tidak adil karna dapet tim nya ga sesuai,kadang tim nya egois kadang tim nya ga rotasi/support ke tim dan jarang partisipasi tim pas maen",5,positif
keren,5,positif
keren bangett,5,positif
bagus bangettt game nya cuma masi ada banyak bug tolong di perbaiki yahhh,5,positif
Beh Krn,5,positif
"Montol,sistem match aneh orang main solo ketemu nya trio,mana trio nya anomali lagi,tier ku glory nemu trio legen sama mawi,kenapa ga gm sekalian? kebanyakan Collab sana sini tapi sistem match nya masih buruk.",1,negatif
well brader,5,positif
bagus tapi kekurangan nya adalah Hero yang ku pake di nerf terus kayak Melissa sama lose streak terus susah,4,positif
mantab moonton😁 game bagus😁,1,negatif
seru banget,5,positif
😁👍,5,positif
game yg ramah bagus untuk di mainkan bareng keluarga,5,positif
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰😍😍😍😍🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,5,positif
"game tolol, gua glori di kasi tim legend? emang game ampas! awas lu pada",1,negatif
jaringannya anjj,1,negatif
game nya sangat bagus Dan banyak karakter didalam game INI,5,positif
lawan nya pro. sementara aku dikasih tim bot,1,negatif
gakbleg enak mainnya skill nya bagus musuhnya juga jago ada yg dari negara lain pokoknya ml ini bagus saya suka,5,positif
Gw main ml kalah terus tim gw di kasih yang bot bot giliran musuh gw di kasih susah kesel banget turun bintang terus gk mau tau kasih aku skin biar aku semangat,1,negatif
GAME SETAN GAME TERKUTUK GAME KONTOL,1,negatif
game gak guna,1,negatif
game ga jelas maen ber 5 serasa main solo game apaan ini gaje,1,negatif
sama aja ga berubah game ala ini ls mulu bangke,1,negatif
beh gamenya seru banget dari padaff ff mah game buriq banget 🤣🤣🤣🤣😂😂😂😅,5,positif
Karena dirot damage nya sakit cuy🤫🤫,5,positif
bagusssssss,5,positif
"sinyal ijo,gabisa gerak,game sampah bagusan HOK ga rekomendasi main game sampah",1,negatif
"pdhl gmail masih aktif kenapa g masuk² verifikasi dari ml,apa ML nya y",2,negatif
kenapa saya tidak bisa bermain? selalu ada pemberitahuan jaringan eror,5,positif
"Jangan kasih skin terus benerin tuh server nya moonton moonton,sama kasih tim jangan yang beban beban kasih yang jago ya ton moonton,pokok nya ga usah kasi skin kasi tim bagus Ama server bagus tu gw bakal seneng lah ini montoon moonton,asli nya game nya bagus tapiii yaa tim Ama server itu bikin males tolong di koreksi lagi ya ton moontoon",1,negatif
geyansaanbagus🫡,5,positif
broken masa tiap bintang full di kasih kawan ngg jelas,1,negatif
Sering lag2 ping 5000 bikin kesel itu aja terimakasih,1,negatif
bikin sakit jiwa game nya huuuu,1,negatif
seru banget sampai aku begadang tapi sayangnya setiap kita main rank terus kalah bintang kita berkurang terus tapi bagus kok gamenya dan juga rame sih,5,positif
"kalo kasih tim seimbang,jaringan tolong diperbaiki masa lag terus, kasih ls jangan banyak bisa bikin down gara gara ml",1,negatif
Makin kesini file Mobile legend Berat gak kyak dulu sekarang makin parah hampir 2 GB,1,negatif
"please kak kata orang yang ngetik kata ""jawa"" kenakan pelanggaran kak itu sudah mengandung kata rasisme",5,positif
Karena game nya seru banget.,5,positif
"ML makin parah setelah update tan main dapet tim gk bener waktu main udh mytich glory masak dapat tim masih legend, yang bener lah ngasih tim montoon",1,negatif
Ngasih tim ga ngotak,1,negatif
woww,5,positif
ga pernah dikasih naik rank,1,negatif
season ini sangat susah. saya selalu menabrak player imortal.,1,negatif
game settingan kocak,1,negatif
monton kenapa aku dapat dark sistem di rank,1,negatif
Seru banget apa lagi skin colab nya efek nya gila banget,5,positif
game lol ngasi temen ngotak dikit lahh dongo,3,netral
apa lah moonton gak jelas kalo ngasih tim 😡,1,negatif
match gak sesuai developer cuma mauduitnya,1,negatif
aku udah manta main ml,1,negatif
"monton lu kariawan aj banyak kgk kerja semua TPI,kariawan lu klo kgk ad kerjaan mending ngeba engbenin. akun akun yg ngetroll dh bbi",1,negatif
mantap lostrek 25 dalam 1 malam,5,positif
kasih tim yg jelek mulu,1,negatif
cok aplikasi jaringan sesat saat main ranked tiba tiba berhenti mendadak padahal wifi bagus dasar nya aplikasi,2,negatif
Aceunyil,1,negatif
"woi monoton anjj, kasih lah tim yang waras, gua dapet tim dari sistem mulu, kalian yang masih bermain game mo ile legend mending main game hok aja, dari pada game ga jelas kayak gini, gua dapet tim epic semua sedangkan musuh nya penjoki, mana ga emosi gua. padahal mau main dengan gembira sesudahnya ga dapet apa"" , sia sia gua main mobile legend, mohon hapus aja game ini karena tidak cocok untuk dimainkan, itu lah kenapa gua rating bintang 1 !!!!!!",1,negatif
game tolol,1,negatif
game rusakkkk,1,negatif
game ini seru banget,5,positif
game nya bagus banget 👍👍 2 jempol,5,positif
ini begitu asik aku sudah grandmaster Yeyyy6y,5,positif
gamenya sangat bagus playernyA juga sangat ramah tapi developer game ini sangat kikir tapi bodo amat gw udh cape,1,negatif
"gem nya bagus,bagus banget malah tapi sinyalnya ngeselin buanget sumpah padahal di apk lain aman aman aja,di gem lain pun,gem ini bikin stress yang main pun harus kuat mental, sinyalnya burik banget gak bisa gerak,gerak dikit sinyalnya kuning atau GK merah (tapi jujur gue main gem ini dari 2020 ) tetap seru,tapi itu sinyal nya kayak anyim buanget",4,positif
game lawak,1,negatif
"game apa ini,dapet tim yang jelek mulu",1,negatif
makin d'update makin burik nii game,1,negatif
SAYA SANGAT SUKA!!,5,positif
saya sangat senang,5,positif
game nya bagus TPI KLO kasih tim yg kompak+bagus gitu soal nya tik nya beban terus yg di kasih TPI bagus kok buat game nyaa,5,positif
kenapa pas main gak bisa offlene biasanya bisa kenapa sekarang engga bisa tolong di bisain lagi ya,3,netral
memangnya ml merusak apasih bang . banyak kali dark sistem nya .,5,positif
ml nya sangat bagus aku suka,5,positif
kebanyakan draksistem roam balmon hadeh,3,netral
Game nya gak ngotak... Masak asyk di kasih 1 team yg gak tau main... Kalah melulu aku bah.... Gak ngotak memang. Tetap aja gak ada perubahan ml nya... Hahahahaaha...,1,negatif
"update baru jadi leg, setiap menit 6 pasti merah minimal urus ke setiap update kayak gini jaringan udah stabil tapi apk nya nih, udah tau setiap update banyak bug ini mau Collab sama Naruto, bukan menit 6 lagi kalau leg menit 2 leg",1,negatif
gajelas,1,negatif
sigskjgskmahwm dan tidak mudah 100 zvsok,5,positif
game kontoI monton masuk neraka,1,negatif
game GK jelas isinya dark sistem semua dah gw mau pensi main ml gara gara cape push rank solo ketemu tim GK jelas Mulu dasar game paling mentingin uang monton bego kaya nyah GK bisa bikin game dengan sempurna apa kalo bisa bikin game bagus mah kudu bisa pertemukan orang jago Ama orang jago lagih dah yang bot Ama yang bot lagih ngerti dah game haram,1,negatif
mohon maaf nih ya tolong bug sinyal nya diperbaiki saya sering lag parah bukan hanya beberapa detik tapi satu match penuh🙏🏻,1,negatif
game sangat ramah,5,positif
jujur aja game nya bagus tapi gk bisa ngilangin stress klo kalah menang trs yg ada nambah streesss,5,positif
game nya bagus tapi pas aku dapat Sekin Hero kok gak ada tolong di perbaiki yah,4,positif
bisa GK kasih hukuman ke tim yang trol,1,negatif
game tolol bug banyak kebanyakan rilis skin sistemnya gak di benerin najis,1,negatif
gem gak jelas kwkwkwkwkwkwkwkwkwkek k k k k kqkwkkwkwk k k k k k k,1,negatif
Game elit sinyal sulit.. 😂😂😂😂,1,negatif
"tolong update an di bagian customer service nya karna kami yang akun hilang susah mengirim formulir ataupun selesaikan formulir karna lupa id, tolong tambahkan fitur username untuk memudahkan mencari akun hilang 😭",2,negatif
monton please jangan derak sestem,1,negatif
musuh yang gak seimbang.kalau bisa kurangi jokian itu,1,negatif
Moonton tolong kasih tim yg waras dikit lah masa hari ini udh kalah 10 kali gila aja cpe main klo kalah mll menang cuma brp kalah nya banyak udh gitu aja?,5,positif
"hebat ni game, mau naik ke mityc 15 aja mau hampir 1 minggu lawak.. maaf saya uninstall yaa",1,negatif
༄ Monton tolong perbaiki bug dan kalau lagi main solo kasih tim yg seimbang lah dan jaringan nya lancar kok ngeleg padahal kouta lancar pokoknya maju terus ini gameツ ༄,3,netral
tolong moontoon kasih tim yang bisa main dan jaringan ngelek mulu tolong di perbaiki lagi,1,negatif
sinyal nya ngeleg bet kalo pake wifi,1,negatif
ngelak padahal jaringan gua bagus terus game nya banyak yang susah minimal samain kayak rank kita,1,negatif
"game burik tolol, mending un instal dah. selalu ngsih tim beban trus baru menang skli 2 kali udh d ksih dark sistem. kebanyakan skin TPI GK ad yg bisa kerja penyeimbangan match aja GK d perhatiin. udh d laporin msih sama aja, makan gajih buta smua karwayan moonton ini.",1,negatif
menang terus,5,positif
di kasih menang kalah doang hapus aja mending gw aja udah hapus mending main ff,1,negatif
bguss bngtt gem nyaaaaa saya sape main terus,5,positif
"moonton hama mmk tiba² bet sinyal merah pdhal sinyal bagus,trus pas login ulang malah gk bisa masuk pertandingan",1,negatif
jaringan komtl,1,negatif
karena bagus,5,positif
ngak usah mainin bukanya .akin hepy malah setres banyak dragsistem,1,negatif
tambahin item dong,3,netral
"tolong moonton jaringannya di perbaikin lagi, udah lah main di rank tiba2 jaringannya di ml nya gak bagus ( ya kalik lagi asik2 main di rank tiba2 jaringannya merah di ml, bikin kecewa) padahal udh pakai wifi jaringan wifi nya pun bagus nya... tolong ya moonton di perbaikin lagi jaringannya..🙏🙏🙏🙏",4,positif
game ini sangat susah dan teman nya dark sistem tolong moonton kasih teman yg waras,5,positif
plis kalian jangan downlod ml ini game kalah muluk game haram ini mah moonton memang BABl,1,negatif
mantap,5,positif
game bosok server gk mendukung gw main ngelag ngelag padahal udah menang malah ngelag,1,negatif
"masak main rank jaringan aman leg Mulu, spek hp udah bagus, tolong dong moonton, soalnya naikin bintang tu cape banget, orang mau have fun malah ujung-ujungnya maki-maki karena jaringan",1,negatif
Banyak dark sistem nya tem conputer musuh player,1,negatif
Skubnu Raknu Kusna ciaatt... skibit skibit skibit... Boom,4,positif
genius,5,positif
ml babi bugg legg mulu anj,1,negatif
main kalah Mulu moonton nya kok bisa ya jangan kayak gtu KLO di buat game nya KLO bisa di hapus aj game nya bikin emosi aj,1,negatif
Muntun pelittt player nya mesum smua lagi anying,3,netral
"game dah ok, grafik ok, kekurangan knp kalau main solo mau naik mythic selalu mendapatkan tim boot, pasti lose trik, ini yg membuat para pemain kecewa, jadi saya pun pensi memainkan game ini, mending main PUBG dafpick nya normal gak kaya di ML draf pick selalu mendapatkan tim yg gx tahu main.",1,negatif
Sistem kocokan nya gajelas ini pasti di pilihin masa KLO sudah full bintang di kasih musuh yg jago/pro sedangkan temannya noob,1,negatif
apalah game ni gua main bagus tapi tim nya dark banget anjim dahla cape gua main bikin stres aja 😭,5,positif
KACAU MONNTON SEMOGA LU BACA GUA MAIN GA PRNH DI KASIH WIN MNDING HOK ASLII LU BACA INI SEMUA MENDING LU PINDAH GAME HOK AJA GAMENYA ENAK SERUUU BEDA AMA ML DI KASIH LOSE TRUSSS MNDING PINDAH SARAN GUAAA ASLII,1,negatif
game bagus lebih bagus dari pada FREE FIRE,5,positif
banyak dark sistem nying,1,negatif
monton tolong perbaiki ini replay nya tadi kan aku cepetib replay nya biar cepet ke moment nya nah pas aku lambatin tetep gak bisa udha aku berhentiin badahal udha aku ke 1 in biar kaya biasa gak cepet tapi tetep aja cepet kaya 4,3,netral
upgrad trus bikin memory penuh tolol,1,negatif
nggak masuk akal diberi los terus,1,negatif
banyak update tapi masih suka ngelag tiba-tiba padahal sinyal bagus,1,negatif
gamenya bagus tetapi saya tidak dapat memasuki pengalaman virtual ini,5,positif
"game rusak, machtmaking ga adil tim di kasih bot musuh di kasih yang high taii",1,negatif
terlalu banyak pemain dram sistem moonton,1,negatif
saya sangat suka sama game ini!,5,positif
Ml burik ngasi musuh nya gaada otak,1,negatif
Game perusak mental,1,negatif
moonton saya udah pake emblem bagus tapi kok kalah montoon,1,negatif
bagus,5,positif
game tolol gak ada yang ngelag tiba tiba lag sendiri wajar gak si pantesan banyak player yang kesel sama ni game pembuatannya aja jelek mending hok masih mending kalo lag lah ini game lag dikit langsung gerak sendiri,1,negatif
"setelah update mask sinyal bagus di ml lag ,pencet sinyal tetep hijau aneh ni game setelah update males main jadinya sinyal bagus tiba"" lag",1,negatif
bisa di hilangkan ga beban nya,1,negatif
banyak drk sistem nya gimna si,1,negatif
bagus,5,positif
Seru deh pokoknya,5,positif
monton tolong ya akun gw udah di top up terus pas login saya loading terus stuck 4 jam lebih loh saya tungu jadi plssss tolong si perbaiki soalnya saya sudah top up dengan duit saya jadi masa ilang gitu aja akun gw😭😭 kalo masih stuck sih gw minta balikin duit gw cokkkkkkkkkkk😭😭😭 kalo monton liat plss tolong saya sudah stresssss😭,1,negatif
game burik kamera terlalu dekat pusing mainya juga!!! maxmilal x2 lah kameranya!! males main pensi udah,1,negatif
game nya seru,5,positif
gamenya banyak dari sistem semua setiap main,1,negatif
"bagus,soalnya grafik hd banget dan juga banyak event"" tertentu",4,positif
eh moonton yang bener aja ngasih tim masa hyper hanabi roam zilong,1,negatif
BUGG WIFI MERAJA RELA GAME SEDANG BERJALAN LANGSUNG NAMUN TIDAK BISA DIGERAKAN TOLONG YA BODOH DIPERBAIKI,1,negatif
permainan nya sangat bagus dan keren,5,positif
game nya udah bagus cuma tolong lah kasih tim sama jaringan yg bener tadinya mau bintang 5 tapi 3 aja dah,3,netral
mantap kalo bole cepat' coleb sama naruto,5,positif
"Update: Dev kalau mau revamp hero tu jangan hero yg bnr"" guna jd g gitu kn syng",5,positif
Server ngeleg lolot,1,negatif
game bagus,5,positif
"BAGUS SEKALI UNTUK OFLINE JUGA BISA, TAPI MINIMAL PAS MODE PRACTISE SEMUA SKIN HERO KEBUKA BIAR SEMUA ORNG BISA MERASAKAN SKIN MAHAL😁🙏🏻🙏🏻🙏🏻",4,positif
karna kan aku pakek wifi yang bagus kenapa kok malah ngeleg banget terus aku dapet tim yang ang gak bisa main terus gimana ini monton benerin lah kasih tim yang seimbang lah,1,negatif
game nya bagus bahkan lebih bagus dari ff,5,positif
"Game Busuk, Wifi jaringannya bagus tapi, sering banget Ping MERAH!! Main solo dapet tim beban, egois ga sesuai role!",1,negatif
game nya sebenernya bagus aja sih cuman pas main tiba tiba lag padahal wifi nya bagus aja tuh🙄🙄,3,netral
game nya bagus gk kalah ama ff ama honor of kings,5,positif
game tai,2,negatif
game ya seru sekali,5,positif
kamu telah merusak seni dari hero favoritku #YSS,3,netral
losetreak 7 kali🥲,1,negatif
Karena game yang tim gue tolong musuh yang POR ini aku mau ke epic tidak bisa karena musuh yang POR,1,negatif
gamenya bagus bgt sampai aku gak mau hapus lagi tapi tolong monton turunin lagi mbnya🙏🙏,5,positif
game ini bagus 👍👍👍,5,positif
game ini sangat seru tapi coba berikan skin gratis untuk Hero Lancelot,5,positif
game ini enak sekali dan seru,5,positif
bagus we ah di Abi mah,5,positif
tolong dong bayak rak sistem main di leged ko temenan pas main grenmaster,1,negatif
PLISS LAH JGN KASIH SAYA LOSE STREAK MOONTON,1,negatif
moonton asw,1,negatif
seru bet coyy,5,positif
game k o n t o l dapet tim ke an j ing Mulu,1,negatif
"sangat malas main karena mau mythic aja dikasih tim dark sistem/beban ku kasih bintang 1 saja, jika turun sampai ke epic saya akan pensiun",1,negatif
keren,5,positif
game gak guna. bikin stres . hapus aja,1,negatif
tolong beri kelancaran jaringan untuk agen moonton,4,positif
Gemnya jelek masak aku pero timku beban sangat tidak bagus udah singalnya bagus tapi singal pas main ngelek terus main lagi mainnya lancar tapi tim kubot tolong perbarui gemnya,1,negatif
"tidak memberikan lawan yg sesuai, pembagian tim yg kurang suportif.",1,negatif
bad team Mulu asss,1,negatif
game aneh yang di update cuma Hero Ama skin doang ga mikirin matchmaking nya ketemu tim mesti tier nya ga seimbang sama musuh dari dlu ga di update malsalah matchmaking nya dan pemilihan tim nya yang di update cuma skin skin skin skin mlu Ama revamp Hero doang game ga jelas,1,negatif
game ini sangat seru,5,positif
"saya sangat kecewa pada revam yss kemarin, dan saya sudah meng unistal ML",1,negatif
mantaq dari warior sampi epik sangat mudah,5,positif
game jelek ngasih tim kek monyet,1,negatif
membuat emosi tp sy cinta,4,positif
monton tidak adil masa aku di kasih tim beban musuh nya di kasih yang jago semua kan tidak adil namanya. makanya aku kasih bintang 1 karna aku tidak suka mending aku pindah ke game honor of Kings,1,negatif
kalau main tidak pernah dpat tim yang bagus,1,negatif
"lama"" dah muak gw liat game ini hari"" update dan pas main gtu"" aja nemu lawan yg ga sepadan temen ngetrol musuh kayak tournamen , gw hapus aja",1,negatif
payah terlalu payah jaringan bagus tapi tetap Ngebug kaya udah di seting,1,negatif
game tidak adil lawannya terus pro dan tidak pernah kasih lawan mudah game gak adil mending honor of king dan even yang mahal,1,negatif
"tolong ya season depan di kasi musuhnya yg seimbang, beberapa hero ada yg di nerf, season kli ini wr saya hancur krn di kasi tim ga seimbang sama lawan",3,netral
Game sangat bagus semua musuh jago jago dan tim gue bot semua,5,positif
game tai..... dpt tmn kayak tai,1,negatif
game mati suri,1,negatif
game nya gaya anj main nya aku dah bagus tapi monton atur tim darksistem lu tuh main keluyuran dah ku main bagus tapi lu kasih aku coklat kan anj kau moonton kasih 1 kekalahan aja aku 2 kali macam mana aku marah ku kasih bitang satu kau moonton gak usah main aku mooton gak usah lagian hari in aku mau pensi aja sekara dah kutunggu 3-4hari ku sakit lo moonton lu gak beri aku kemenagan haaa kurang aja r ku moonton apa akun ku ini dark sistem,1,negatif
"GAME PELIT ANJINGGG UDAH TOP UP BANYAK, DIKASIH BUSUK SEMUA BANGSAAAAATTTTTTTT",1,negatif
fanny jangan di nerf teruss lah,5,positif
Mobile legends my favorit game aku sangat sangat suka game ini 😁,5,positif
monton tolong kalo kasih lawan yang seimbang sama kalo boleh main offline bisa mabar.oke segitu dulu 🙏,5,positif
Game kaga bener macth macingnya hadeh ton ton,3,netral
tolong lah balikin akun aku yg kena hack... sudah main lama loh aku moonton... tolong🙏🏻🙏🏻,1,negatif
"pencarian tim nya ampas banget, maksutnya gimana si setiap match dapat tim busuk terus?, dikira gua RRQ/EVOS? yang seimbang lah timnyya",1,negatif
"woy montoon klo kasi tim yang bener² aja la, masa gue sampe ls 10, gimna ga pindah coba player nya pindah ke game sebelah, gue sering ngelag padahal jaringan gue lagi bagus, a",1,negatif
saya sangat senang bermain game mobile lejen bang bang,5,positif
game jembut,1,negatif
Game penambah stress jangan di dowload,2,negatif
Game Burik Gak Jelas Yang Buat Mabok Pulak Game Hama Bikin Stress Seperti Yang Buat,1,negatif
game nya seru walau menang kalah tapi gpp,5,positif
D kasih tim tolol semua.game aneh,1,negatif
losterek Mulu,1,negatif
full dark sistem,1,negatif
ini game ngeleg terysssssss,1,negatif
"klo ngasih tim yg bener ngapa! berkali-kali gw ketemu tim dark sistem, GK mau ngeturtle, ngepus turret pun GK mau, malah seenaknya ngambil buff orang!",2,negatif
game nya kaga seru mending main di lop karena di ml ngasih lawan nya yang jago jago sedangkan tim nya kayak poke yang baru main,1,negatif
para player trol sama darksistem gak pernah dikasih jera yang lebih biar gak bisa main di ranked ! kecewa di mytic masih ketemu sama player begini,1,negatif
sangat sangat bagus,5,positif
bunuh waktu sangat cepat,5,positif
kalo bisa bintang nol gw kasih bintang nol GK layak didonlowd game ini guys APUS aj kalo udh donlowd ini juga gw mau ngehapus kalo ls,1,negatif
aku kasi bintang lima deh permainan ny bagus boleh di dawlond skarang,5,positif
TERTAWA TAPI TERLUKA,5,positif
mntp monton,5,positif
yatim yatim,1,negatif
banyaknya drag system suka kalah tim gasuka war comeback-nya lama game Dajjal besok-besok nggak mau main lagi nah ini mah,1,negatif
"sudah cukup sama game binatang ini, bukan nya memperhatikan keluhan, sistem match yg buruk, sama jaringan yg makin hari makin lelet, malah sekan buta, sekarang Jagan kan buat topup, buat login aja males AQ.. moga aja game ini capat di tutup pemerintah...",1,negatif
"game ini sangat bagus, entah kenapa aku menyukai game ini",5,positif
enak segali,5,positif
kagak ngasih menang,1,negatif
"menurut gw seruu,,apalagi montoon sekarang ga pelitt Kya yg dluu🗿🙏🏻",5,positif
jelek padahal wifi udh bener masih aja ngeleg game buta emang makannya kalo punya game itu jangan buttaaaaaaaaa gak bisa di gerakin layar mencet tombol gak bisa gimana sih main juga gak bisaaaa HAH?,1,negatif
Gema ya bagus banget menisnya di jaringan pliss perbaiki ganggu game play,3,netral
game nya seru banget kalau kita mabar seru tapi kadang nya Tim kita macam gak bisa main bot musuh nya hebat hebat,5,positif
game ini bikin stress doang,1,negatif
game kentot yg gk pernah beres soal jaringan,1,negatif
montoon yang bener ngasih tim gw solo kalah Mulu tim dark sistem Mulu yang lu kasih mending pindah ff atau honor aja lah gw,1,negatif
oi moonton tolong hp gua gak cukup buat download semua data tolong jangan auto di download semua gua Mao pensi,1,negatif
g jelas banyak yang Chet jaringan gj,1,negatif
game nya bagus bisa Mabar👍👍👍,5,positif
"cari tim tu yang betul ya jing, masa gua dari awal main sampai akhir ls jing mmk lu monton👎👎👎👎👎",1,negatif
Woi TOD beresin yg bener masalah banyaknya bocil low IQ + DARK SISTEM yg makin hari makin gk jelas,2,negatif
"game nya nyiksa banget, dikasih tim yang dongo, giliran musuh nya gg",1,negatif
gw gak terlalu suka ama ni game soalnya gw dikasih team dark sistem mulu cok kalo ini besok teamnya masih dark sistem gw bakalan main game sebelah fix name orang1 besok sabtu,2,negatif
MOONTON LU MAU AJAK RIBUT LU KASIH GW DRAK SISTEM MULU NAPA GAK ENAK LU GW MALES LIAT DRAK SISTEM LU SENGAJA KAH BUAT ORANG MARAH²? GW KASIH BINTANG SATU KARENA MOBILE LEGEND BURIK GAK ADA FAEDAH GAK MALAH BIKIN ORANG GEMBIRA MALAH KASIH ORANG MARAH MARAH!!!! SEKALI LAGI KU KASIH DRAK SISTEM GW BAKAR KANTOR LU MOONTON,1,negatif
game nya bagus bgt sukaaa,5,positif
"matchmaking ga seimbang terussss,so soan bikin game,ga bisa ngatur sistem,idiot",1,negatif
sangat keren,5,positif
"woi moonton benerin lah draf pick Lo , rusak sama orang orang bego, dari tadi di kasih ls mlu anj",2,negatif
bagus banget co salah satu rekomen gem,5,positif
"bermain solo sama saja setor diri ke RSJ SOLO,gak masuk akal matchmacking nya.",5,positif
tolong fliker coldown nya aga di percepat 60 detik,3,netral
gem jelek dan aku akan tidak main,2,negatif
talong lah moonton kasih musuh yang gampang saya udah kasih bintang lima,5,positif
Kenapa saya selalu dapat teman bot sedangkan musuh pro dan tim nya ga kompak tolong min kasihan nanti player pada pergi,1,negatif
"aku tidak suka game miring ini karena hal satu ini yaitu tim yang di kasih developer yaitu moontod yang tidak berguna dan tidak adil ini membuat aku emosi,kata aku mah main game sebelah aja walaupun tidak ramai yang penting bahagia,kamu mau tahu gamenya apa ya jelas free fire lah,aku akui game ini sangattt baguss tapi di tutupi dengan namanya sistem gelap itu yang membuat game ini aku benci saat ini,gini ya developer moontod kolo sistem gelap atau dark sistem tidak di hapus akan aku benci ini",1,negatif
"capek gua main ml sat,ngelek mulu pada hal jaringan dirumah gua lancar",1,negatif
GAME ANEH TEAMNYA OON SEMUA,1,negatif
ok,5,positif
monton atau ml game mati suri mending epep,1,negatif
"kurang pintar dalam pencarian team,sistem bobrok!",1,negatif
Aku dari dulu emak suka ML,5,positif
"game buruk burik, sering ngelag, sering update tambah kek bosok",1,negatif
sangat seru aku suka banget makasih ya udah buat Mobil legend🤗🤗sarang beo🤭,5,positif
