teks,skor,label
Mengecewakan byee mlbb,1,negatif
game buruk. Chester dimana2. tiba2 lag semua.. buruk,1,negatif
"seru banget tapi kalo main rank tuh bintang nya naik, turun, naik, turun mulu padahal seru lohh tapi ya gitu lah😭😭😭?!?!",3,netral
aku main ml bintang grandmaster 1 bintang 5 aku main sekali lalu victory tapi Tibo Tibo ngelek lalu pas aku masuk lagi Tibo Tibo gak naik bintang nyo sedih lah aku 😭😭😭😭😭,1,negatif
bagus,5,positif
bagus cuma dm mahal bet,1,negatif
gemnya bagus dan seru tapi saya kasih satu bintang aja ya soalnya mental saya uda ke ganggu gara² maen gem ini dan saya mau mengucapkan sesuatu pada monton terima kasih karna sudah membuat gem mlbb sekian terimakasih,1,negatif
"ngasih tim yg bener napa,masa jungler musuh jago mulu jungler tim kaga kon",2,negatif
"moonton, mohon kalo kasi team random yang bagus, capek gendong tim terus",5,positif
saya seru bermain game ini,5,positif
game terbaikk cocok buatt ngilangin bosan,5,positif
game ini banyak SDM rendah semua di server indo dan banyak orang saling menyalah kan game tidak bermoral dan game ini sangat eror jika sinyal lag game ini tidak akan bisa apa-apa dan yang di beli kita akan sia-sia jadi game ini sangat eror,1,negatif
meski pun ni game kikir tapi tetep seru di mainin 😢,5,positif
"tolong nerf layla, damage layla masa iya se sakit itu di late game?, tolong lah, gw sebagai user assasin mau nangis loh",1,negatif
gem nya kadang ngeleg padahal sinyal baik baik ja,1,negatif
"sistemnya tidak adil seperti di negeri...,jangan main game ini klo ga mai gangguan jiwa seperti adik saya,dia kalah main game langsung banting hp",1,negatif
"Banyak kekurangan dari matchmaking, apalagi banyak nya joki pemain di rank tinggi main kaya legend, mungkin sudah saatnya beralih game",1,negatif
Moonton tolong banned kan akun orang yang suka ngepause pertandingan tolong kali bikin resahh jadi kami kalo main jadi susah GK bisa keluar mohon di baca,1,negatif
moonton anj klh mulu:),1,negatif
baru legend tim gaada yang Bagus tim dark sistem semua,2,negatif
ini tolong bisa ga darksystem diilangin,1,negatif
baru updete gak mau masuk game tambah teruk.unintal pindah game yang lain.bikin emosi,1,negatif
"ga adil,pas temen gua afk kredit skor nya di kurangin 2 giliran gua mati lampu otomatis wifi gua mati juga ehhh kurang nya 4 udh naik nya cuma bisa 3 per hari lama banget nunggu nya mohon di perbaiki yaaa satu lagi katanya belajar Hero di classic giliran belajar Hero dapet cokelat kredit skor nya juga turun perbaiki juga ini udah mau pensi gua jadinya 4 hari blom bisa main rank 👍",1,negatif
game nya bagus banget melebihi ff,5,positif
"KETEMU PLAYER GJ BGT TAII, UDAH LOSE STREAK 7 KALI INI!!",1,negatif
"moonton klo ngasih tim yg benar lah ini kok muaih pada kuat kuat dan tim gua malah yg loyo legend rasa master, benahi dulu tuh, dapat dark sistem mulu gua, sangat merugikan, capek caepk gua solo malah turun, emang sengaja ini mau turunuin gua apa montoon, gua ga ada chat pantas malah kena lapor ini gimana ini, dan juga kebanaykaan even yg tpi pelit skin, jujur skin skin nya bagus tpi pelit skin gratis malah dapat trial mulu",1,negatif
"eh min kalo ngasih tim yg bener ajaaa, setiap maen tim nya kaya kon Mulu, ketemu Draks sistem Mulu ga kayak honor of king keren"" kalo ngasih tim , dasar game ngeleg ga jelas jaringan oke game nya ngelag",1,negatif
terlalu banyak drak sistem,1,negatif
"server jaringannya diperbaikilah, banyak bug . sinyal bagus malah leg, jadi AFK. bug parah.",1,negatif
moonton tolong banyakin warian Minion nya sama tambah kan hewan lainnya oiya sama Hero yang main offline juga tambahin ya oke makasih,5,positif
"tim dark system,troll,feeder,ga imbang tank jilong,mm ga bisa jaga jarak,tim beban,lane numpuk😠😠😠😠😠",1,negatif
banyak dahk sistem monton kasih orang yg ada di epik ke legend lah,3,netral
"benerin noh bug game lu montoon jangan skin mulu yang lu benerin, gua main jaringan bagus full kok di ingame 200ms an, menganggu konsen game, tolong perbaiki jangan skin mulu yang lu urusin, tolong🙏",1,negatif
kerenn,5,positif
lose treak mulu males mainnya,1,negatif
kalau bisa gak gua kasih bintang aj sih,1,negatif
setiap rank ketemu player beban atau gak di kasih lose streak Mulu kalo udh Deket ke mythic,1,negatif
bg bagi lah skin gratis tanpa misi plis,5,positif
Payah. Sinyal bagus. Pas main tiba2 sinyal hilang. Sering terjadi pas war. klo bisa di kasih nol bintang mau gue kasih nol bintang ni game parah. wajar aja ranting nya jelek,1,negatif
game nya sgt seru,5,positif
👍👍,5,positif
"saran : game yg adil sebenarnya jangan ada versi ganti akun,jd satu HP satu akun biar kita ngk ketemu para penjoki , itu baru adil",1,negatif
sistem Macht making perbakin lah masa ketemu tim bot tapi musuh jago minimal tim di setarain lah,1,negatif
kasih tim yg bener jing,1,negatif
tolong bantu naikin Honor skor saya tambah setiap hari saya main calasik saya bosan,1,negatif
game apaan sih ini di pake yangg lain lancar sinyal di pake game ini mh merah trus,1,negatif
"gampang lag,padahal ijo sinyal nya",1,negatif
game rusak cuih koneksi buruk,2,negatif
karna setiap main padahal jaringan bagus tapi ngelek tolong di hapus bug nya baru aku kasik bintang 5,1,negatif
matchmaching gk seimbang,1,negatif
sangat bagus buat melatih kesabaran,5,positif
seru sekalii,5,positif
ML sudah mulai baik😃😀😀😀😀,5,positif
game nya bagus banget,5,positif
"susah,kasi lawan yg susah² sedangkan tim nya gaada yg bisa maen",1,negatif
"melelahkan, hanya membuang waktu. selalu tim buruk. permainan macam apa ini. matchmaking tidak seimbang. game ini tidak ada perubahan. sistem matchmaking buruk. sangat buruk.",1,negatif
game nya bagus grafik nya juga lumayan dan juga masih ada bug pas di skin ling newbeast pas recal nya mau selesai lalu di batalkan recall nya ling nya jadi ga kelihatan tolong di perbaiki ya saya kasih bintang 5,5,positif
sangat aneh tadi saya main udah masuk draft pick tiba tiba keluar sendiri terus mulai match lagi setelah macth kok berkurang bintang nya pas saya cek malah afk terus invalid ini gimana nge bug yang merugikan kita sebagai player,1,negatif
menurutkusih ini bagus sih,5,positif
mantaaaap,5,positif
geme nya bagus tapi ko sinyalnya jelek terus aku pakai data leg aku pakai WiFi lag maksudnya bagaimana si monton 🤣😂🤣😂,4,positif
tolong lah moonton hilangkan dark sistem kont0l itu y,1,negatif
Game nya bagus tapi kok patah patah di hp Ram 2 yah? :(,5,positif
mantap jaya,5,positif
lumayan baik dalam segi gameplay kurangnya cuma 1 yaitu keseimbangan skill temen sama musuh gak imbang,4,positif
bagus seru👍🏻😻,5,positif
kebanyakan bug,1,negatif
game nya burik wkwk,1,negatif
good,5,positif
sangat bagus,5,positif
"gtw, males aja sama ini game😹",1,negatif
selalu dapat dark sistem,1,negatif
bagus,5,positif
Game rusak,1,negatif
game nya enak dan 3d grafic bisa diatur dan banyak skin yg keren-keren,5,positif
gem nya seru g bikin bosan,5,positif
game ini sangat seru tapi nanti kalau ada skin baru tolong spin pake poin sama jangan nge bug,5,positif
"seru, tapi lawan nya bikin gregetan bangett",4,positif
seru dan menantang,5,positif
"gak jelas banget moonton ini klo ngasih tim sama musuh pas gw main rank baru menang 1 kali terus seterusnya lose streak 6 kali,musuhnya susah tapi tim bot semua apalah moonton membuat pengalaman game yg gk enak buat dirasain,tolong lah moonton jangan bikin pemainmu stress semua cuma gara² game ini aja,banyak orang diluar sana pingin ngehilangin stress dengan main game ini tapi malah dibuat makin stress.Bikin game tapi gk Adil banget moonton ini👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎",1,negatif
sekarang itu lu ke mytic rasanya kayak epic percayadah,1,negatif
game terkontol yg pernah saya mainkan. Pembagian team Sering tidak seimbang. alhasih bikin marah2 sendiri. apalah tau kucing player tau beban nyusahin orang laen,1,negatif
cukup menghibur di waktu luang.,4,positif
"GAME NYA NGELAG GAJELAS, NYUSAHIN ORANG GARA-GARA JARINGAN NGELAG JADI KALAH,UDAH MAIN SETENGAH JAM MALAH NGELAG,PADAHAL PING NYA HIJAU TAPI JALAN-JALAN GAJELAS,MOHON DIPERBAIKI,PERBAIKI MASALAH JARINGAN DULU BARU BIKIN SKIN BARU,SEMOGA DI BACA AGAR PEMAIN BISA BERMAIN DENGAN TENANG TERIMAKASIH",1,negatif
TIDAK REKOMEN!!!!,3,netral
jaringan bagus tapi game nya lag,1,negatif
update naruto,5,positif
kebahagiaan berada di ml,5,positif
gak bisa download main costum,1,negatif
game jelek dikasih tim jelek terus dark sistem dikasinya mau nge push g di kasih game jelek kyk tele game mahal doang TPI di kasi tim nya kgk ngerti main kgk ush mainin ini game,1,negatif
mayan bagus,5,positif
game rusak,1,negatif
Karna bisa mempunyai damage yang sakit,2,negatif
moonton system lu gak bener Lo ngotak dong.,1,negatif
game apa ini jaringan nya buruk no 1 udah 4G masih aja ngeleg katanya di serang hacker masa ngkk bisa buat keamanan kocak ni game,1,negatif
saya kasi bintak 1 karna banyak sekali dark sistem tolong dark sistem di hilang kan,1,negatif
"ku hapus ini game apa.an game ini, dapat tim asu semua",1,negatif
player beban baru naik legend dah turun ke epic grafiknya burik sinyalnya kadang jelek skin doang banyak harus ini mines si tapi apa boleh buat,1,negatif
aku Chandra aku pamit thanks moonton 🫡🫡,5,positif
Kepada pihak moonton tolong plisssss banget dah gw jng bikin gw gk waras tolong hapuskan lah dark sistem dari tadi gw kalah Mulu plissss moonton meskipun lu udh Adain event gede gedean tapi sistem lu rusak parah moonton tolong moonton bikin sistem yg sesuai Ama skill masing masing biar enak dimainkannya KPD.PIHAK MOONTON TOLONG DI BACA,5,positif
matap dikasis skin gratis baru dikasih diamon grtisantap martis asurah semogah akun ku dikasih diamon gratis makasih buat monton ter baik,5,positif
apa sih game tolol,1,negatif
vang aku dah kasi kau bintang empat lasih lah aku mitik plis semoga mitik amin,4,positif
menghibur tetapi kadang ketemu dark sistem,4,positif
hapussss kan darksistem montonn,2,negatif
game terseru gua rekomen banget sih,5,positif
bagus,5,positif
seru mantap hero nya bagus,5,positif
pokok nya keren,5,positif
bagus,5,positif
saya Sangat suka main gemen mobilegeng seru kalo lagi sendiri main ML🙏,5,positif
baik saya suka mlbb sejak kelas 4 dan ada player yang ngeselin namanya eez dan tolong dia di ben ya makasih ya,3,netral
game ngntt kalo mau kasi lawan sm Tim tu yang bener montol stres gw jadinya kalo mau main rank kocak montol montol,1,negatif
monton bisa di kurangin gb nya jadinya gabisa dinload yang lain,5,positif
selalu Dapat Tim Busuk Saat Solo. klw Bisa Contoh Game Sebelah Biar Tdk Ada Lagi Peerebutan Lane.,3,netral
"akun gua hilang di retas orang asing dan pas gua ke cs malah di bilang Informasi yang gua kasi ga bener sumpah kecewa sama moonton ini akun ke 2 gua pake komenin game sampah lu,akun pertama gua pake komen ga ada balasan ,hilang semua duit gua gara gara game sampah lu yang ga jelas keamanan nya apa coba Uda dikaitkan semua masih ada aja yang ngeretas di tempel email dia di akun gua sekarang ga bisa login uang yang pernah gua top up in hilang semua ,semoga game nya sepi makasi ,kalo ga ada respon",1,negatif
game nya bagus saya suka tapi suka ngelag gitu,5,positif
game ini menyenangkan,5,positif
ok,4,positif
"game ini sangat bagus untuk di mainkan dan grafik hd bagus jernih , dan game seru untuk di main kan setiap hari terima kasih telah mengeluarkan game mobile legends baguss saya kasih bintang 5",5,positif
semuanya udah ok tapi setiap main sinyalnya lag tolong di perbaiki🫸🫷,4,positif
ml lama lama aneh sedang main skil ga bisa di pake tiba tiba.. koneksi jaringan buruk padahal pake wifi ga tau lagi.. mungkin awal kehancuran,1,negatif
jangan ada Darksistemmmm....,4,positif
game kontol garai stres,4,positif
untuk monton pelis buat faniy mana nya gak boros lagi kami sebagai user faniy merasa susah main kalo mana nya faniy cepat abis,5,positif
game nda jls main dari tadi dapat tmn yg ga jls,1,negatif
gua pasti dikasi lostrek terus males jadi,1,negatif
"apa apaan dikasih tim dark sistem, seimbangin lagi dong matchmaking nya, tim rank mentok legend, musuh mentok glory",1,negatif
game rusak tim sama musuh gak seimbang sama suka leg padahal sinyal ijo plis lh benerin,1,negatif
Game ini sangat seru saya ketagihan bermain ini juga game terbaik 👍💯 yang saya dawnload,5,positif
"bagus banget enggak ngeleg Dan hero yg paling kusuka ITU dyrot,miya,Kayla.ITU aja",5,positif
ml tai,1,negatif
seru,5,positif
"males banget main ini game, bukannya refreshing malah bikin pusing",1,negatif
woi moonton kasih winstreak lah,5,positif
woy monton hilangkan drak sistem gw males ketemu drak sistem,2,negatif
bagus cuman pakai wifi atau data,4,positif
aku pakek scrip lalu akun ku di ban 😭😭😭😭,5,positif
"suka sama game nya, tapi bisa buat emosi juga",5,positif
memang sangat menyenangkan,5,positif
tolong kasih matcmaking yang seimbang lahh masa tim lawan jago semua di tim sendiri beban semua,1,negatif
saya suka bermain mobile lagenda,1,negatif
😤🤮☹️☹️☹️☹️☹️☹️ daco ml,1,negatif
aku suka sekali game ini 🥰😘,5,positif
ya memang ml sekarang bagus banget tapi sayangnya ml sekarang gak kuat buat hp kentang kaya aku saya mohon kepada monton jika melihat ini tolong dikurangi mb ya,4,positif
mantap,5,positif
"MINUS moonton ga adil, gua report orang yang salah malah dibilang gaada salah sm sistem nya, aneh.",4,positif
Saya sangat suka dengan game ini dan tolong moonton beri saya skin lylia neobeast saya mohon,5,positif
Ok,5,positif
ini geme yg sangaaaat bagus tapi sepinan di perbaiki,5,positif
"game ini seru btt terus bagus dan saya selalu menang di game ini gk pernah kalah bahkan yg lebih hebat nya game ini sangat menantang jadi lebih seru deh kalo mau main game ini , game nya bgs banget 😊👍🏻",5,positif
Kalea Hero terbaik dan kredit skor naik,5,positif
ngelek banget jelek,1,negatif
game keren,5,positif
"gw kasih bintang lima mas muntun, soalnya game nya bagus banget😹 menang teros gw😹 tim nya juga gg gg semua😹🗿👍",5,positif
sekian lama lama lama bosen apalagi pas pus rank mentok di legend 1 padahal rank tertingi glori 76bintang kecawa bangetz udah dapat tim drak sistem gak jelas juga capek mending delet permanen stop pinda ke game lain,1,negatif
Lu bisa gak si bikin game yang bener dikit aja SETIAP PERTANDINGAN LAG PARAH PADAHAL INTERNET/WIFI SANGAT BAGUS TAPI DI IN GAME PARAH TOTAL LU JUGA NGASIH ALASAN NGASAL PARAH SEPERTI KE CUSTEMER SERVICE DAN TIDAK ADA MASALAH SEDIKIT PUN PADA JARINGAN DAN INI TERJADI DI SEMUA PERTANDINGAN SAYA MOHON DI PERBAIKI DENGAN CEPAT,1,negatif
"ML gajelas ,akun murni no cheat ,bisa ke baned akunya gw ,dan satu lagi setiap bermain solo pasti di pertemukan tim di bawah rank kita atau low rank ,giliran tim musuh pada high rank semua",1,negatif
geme penuh adrenalin,5,positif
ok,5,positif
"mantap sih visual skin nya cuman minusnya di machtmakingnya doang sisanya udh bagus apalagi skin neobeast yg bru rilis,kata²nya mewakili,,,",4,positif
game yg sangat lumayan seru,5,positif
sinyal suka tiba tiba merah,2,negatif
game seru,5,positif
gamenya bikin emosi naik🤬🤬🤬,1,negatif
behhh bagussss Banget🧢,5,positif
cukup me yenang kan,5,positif
"game nya gak bagus karena banyak dark sistem, tolong di bened orang yang suka ngetrol kalau bisa ml nya di Ben selama 1 bulan penuh",1,negatif
"tlong ban orang yanv selalu ngomong ""aku hiper aku hiper, dongo dongo bego bego"" mohon banget beban banget soalnya",1,negatif
banyak bug nya saya jadi pengen cium monton nya,1,negatif
saya di bully karna beban tim tapi saya tetap tersenyum,1,negatif
Tim nya saya bot semua,1,negatif
game bikin emosi,1,negatif
"server suka jump gjlas, dkasi publik rndom beban smua",1,negatif
buat moonton tolong dak system di musnakan,5,positif
tolonglah mas moonton kalau ada yang pake cheat ban aja ditempat gua udah dua kali ada yang ngecheat di tim musuh sampe pusing gua tolonglah mas moonton ya moga aja yang ngechat ngecheat gitu ban di tempat aja musnahkan aja akunnya makasih ini keluhan dari gua aja,5,positif
pembuat game ini(moonton)dia pasti ngasih musuh yang jago aku mau ke legend tinggal satu bintang lagi malah turun lagi,1,negatif
SERU TAPI TOLONG JANGAN ADA DRAK SISTEM PLISSS HABIS ITU BANYAKIN SKIN GRATIS,5,positif
game nya seru tapi aku agak sedih gk dapat skin nana gajah yang aku suka:(,5,positif
game nya bagus tapi jangan kasih tim dark sistem nonton masak main 4 kalah semua tim gua coklat pula masak gua sendiri yang gendong dari kemaren gua kalah mulu,3,netral
moonton pliss collab sama anime blue lock dong plisssssss moonton,5,positif
saya mau update,5,positif
Ini game mobile legend bang bang. game bikin emosi banyak bug nya sinyal bagus tapi bermain game nya patah patah tidak lancar yg merugikan saya dalam pertandingan. saya mohon kepada pihak playstore untuk mengeluarkan game ini. saya akan langsung meng uninstal game ini dari perangkat handphone saya.,1,negatif
suka banget,5,positif
"benerin dlu tuh sistem matchmaking, dah gw apus game ny, Losestreak 6 kali , ini kan yg montor mau",1,negatif
singkat saja sinyal tidak setabil,3,netral
alhamdulillah udah bagus,5,positif
"""To Moonton, please fix the signal issue.""",1,negatif
bagus bisa dipake sampe mythical immortal bisa ganti map turret lawan gausah kasih shiled cuman turret tim yang dikasih shiled ok gitu aj Lukas juga bisa kayak singa,5,positif
game nya bagus,5,positif
pernah dikasih DM nggak pernah dikasih HP musuhnya nggak becus dancuk orang random yang Gak becus😡😡😡,1,negatif
keren,5,positif
bagus banget 😁,5,positif
kenapa saya main solo di kasih drap sistem Mulu 😭😭,4,positif
keren,5,positif
game nya bagus tapi tolong lah jangan kasih musuh rank tinggi ya,5,positif
bagus game nya coba colled lagi ama blue lock bang moonton saya kadih bitang 5 dehh kalau jadi wkwkwkwk,5,positif
not rekomendasi ga ngotak gamenya tlhsv,1,negatif
Sangat keren untuk di mainkan dan game ini sangat seru,5,positif
gaperna dikasih dem,1,negatif
"Game menggambar kesenangan, ini malah bikin setres",1,negatif
"cape gw sumpa main game ini,udah solo rank setiap 1 bintang lg,mau ganti rank mawi/mytik slalu dibikin lostrek, klo sekali 2 kali si masi masuk akal ini dibikin sampe 7-10 kali bahkan lebi.luarr biasa emng.",1,negatif
"sering ngelag kenapa.,.......padahal pake wifi",5,positif
Game xontol,5,positif
nyiptain tim yang adil? gw aja lose streak sampe 18kali gitu namanya adil?,1,negatif
tirmaksi,5,positif
"ml apaan banget sekarang,kagak ada di kasi menang 1 pun sama si monton,udah lah gw pindah game aja dari pada darah tinggi Mulu main ni game,game gak jelas",1,negatif
untuk bug ling neobeast betulin min,5,positif
install nya lama banget jadi paketan langsung abis😓,4,positif
bagus,5,positif
banyak dark sistem,1,negatif
saya sangat menyukai mlbb karna bisa mennadi tempat hiburan makasi mlbb,5,positif
"jangan main gem ini,gem ini cuma bikin stress masa gua main 24jam dari honor bintang 26 turun ke legend 1 binatang 3 los berapa coba gk di kasih menang sama admin nya tolong lah kasih menang 100× aj cape nih kalah ngedendo Mulu",1,negatif
bagus,5,positif
"Game hama,dikasih tim bot mulu dikasih kalah 5x gampang tapi kasih menang 5x aj sesusah itu kah?emng game gajelas",1,negatif
game nya si seru tapi tolong bagikan skin clektor hehehe,5,positif
ok,5,positif
permainan ml ini bagus sekali tapi aku kalow main suka ngleg ada suara ngik,5,positif
"kalo matchmaking ngasih team yang jelas lah yang seimbang..ini permainan team,jangan di sengaja ngasih team yang jelek kita main capek sampai mau gila",1,negatif
"kecewa, beli diamond di akun yang satu bisa, tapi di akun yang satunyaa ngga bisa malah dapetnya item bukan diamond, padahal belinya yang sama",1,negatif
diperbaiki lah muntun malas gua kalo gini drak sistem nya terlalu deh losterk terus gua,1,negatif
tolong garenaa setiap memperingati ulang tahun di give dm epep agar kami player ml bisaa terus terusan main dan mendapat kan skin legend,5,positif
kurang menari kebanyakan kala dari pada menag membosankan,3,netral
"game yang bgus ,cocok buat santai",5,positif
Ajg Asikk juga nih gamenya Bisa mabar bareng darksystemmm,5,positif
aku suka banget sama ni game dan bisa di mainin oflain,5,positif
banyak citer bikin ngelag dan gamenya sedikit berat,3,netral
gimana ni monton akun gw tiba tiba hilang,1,negatif
seronoknye,5,positif
draksistem ilangin dong kek mana .main gak seru bentar bentar suren apalah kocak emang bikin game yang bener,5,positif
GK betul akun ku bisa hilang tiba2 padahal sandi belum diubah kalau bisa tolong balikin akun ku,1,negatif
Kali ini saya serius saya Beri bintang 1 aja cukup kan? ada satu kendala dimana pada saat. gua download File data dalamanya lemot bukan lemot malahan lag frezz di lobi terus menerus padahal ram hp saya kuat loh Bisa download ghensin impack gak load pula. Jaringan bagus data Gedek tapi pada saay saya unduh File di dalam lag whay the hel blow why??? mending hapus aja dah awok awok awok,1,negatif
woy moonton kasih team yg bisa main lah,1,negatif
kesel aku sama game ini sumpah ngeselin abis,1,negatif
dapet tim susah di atur los trek semua emang mantap monton bikin emosi,1,negatif
Verry bad game matching ever,1,negatif
"karna banyak darksistem,dan gw anak ep ep",1,negatif
matchmakingnya tidak normal kasih musuhnya di atas saya,1,negatif
"ml ngotak dikit lah masa ga adil gitu time musuh jago"" d kasih eh time yng gue dapet selalu gj ngotak lah harus adil",1,negatif
monton pelit,1,negatif
game jelek main random dikasih tim anomali gw hampir lose streak 50 kali,1,negatif
INI BAGUSS BANGETTT AKU SUKAAA SEKALIII AKU MAIN SAMA TEMENKU BAGUSS DAN SERUUUU SEMOGA BANYAK UPDATE YAAA MOOTON AKU SUKA BANGETTTT BAGUSSS BANGETT DANN DETAIL BANGETTT POKOKNYAA INI GAME FAVORITT KUUU 😆😆😻❤,5,positif
Seru bgtt game nya.nagih pokoknya......,5,positif
agak kecewa aku sudah gendong tim tapi apa aku tetap kalah dan kalah,2,negatif
sangatt baguss 🤍🤍,5,positif
Game ampas mending HOK lagi ga pelit amat masa kurng 6creast mlh di spam botol dn token busuk lagi 5x spin di spam sampah,1,negatif
nge bugg nih bos gua main rank menang tapi gak naik bintangnya,1,negatif
"pemulihan akun, udh masukin data top up, tanggal top up, foto top up. perangkat apa yang di pake, tanggal pembuatan akun. tanggal kejadian akun hilang, Hero, akun sebelumnya, top up sebelum, udh masukin kronologi, fotonya profil, hasil top up, bukti top up. masih aja ga bisa tuh akun kembali. heran adminnya ngapain aja sih kerjanya. capek gua, udh akun di maling. mau pemulihan aja susah.",1,negatif
game ampas,1,negatif
game bodo banyak dark sistem nya lolot,1,negatif
kasih kredist kort padahal gatau apa yg gua lakuin,1,negatif
"game yang sangat bagus,cocok untuk hiburan ngilang in stress",5,positif
permainan sangat seru,5,positif
game nya gak jelas dapet timnya kayak orang oon,1,negatif
udahlah pelit losetreak mulu lgi game apalah ini game tes mental ini bukan game moba,1,negatif
kalah mulu tim bebab terus,1,negatif
bagus banget permainan ml bg² Ini aku kasih bintang lima,5,positif
terlalu banyak yang ngatain Jawa jadi males,1,negatif
saya kalau Udah abis drafpick suka tiba-tiba login lgi itu kenapa ya sampe kredit skor nya turun banyak banget cpe saya sama game lu bikin stres aj tolong bantu saya moonton saya mau maen rank lgi mau pusrank masa udah 300 pertandingan masih stack di situ situ aj mau pensi tpi ga ada game yang lebih seru dari game moonton tolong bantu biar kredit skor gua naek lgi,3,netral
makasih ml udah temen nin aku dari sekarang dan sebentar lagi ada collab naruto aku ngak sabar nanti apa lagi naruto ini pasti collab terbagus sih sama di avend server udah ada lord lari pas sekarat,5,positif
permainan ini sangat seru kalian wajib cobain sih 😌😌😌😌,5,positif
gua kasih bintang 1 karena hpku remuk gara² ini game,1,negatif
Moonton Moonton Kasih Saya Skin Grand Wahai Moonton Pliss Lah,5,positif
ok,5,positif
kasih tim yang bagus dong😓,5,positif
karena saya selalu di beri Dark sistem dan saya selalu diberi musuh yang sangat jago sedang kan tim saya sangat noob dan tidak konsisten,1,negatif
game nya jelek banget cok,5,positif
Game nya bagus saya suka,5,positif
"Saya sudah cukup lama main di game ini dan saya pelayer solo rank, tolong montoon beri kami tim yg bagus yg setara dengan sekil kami , banyak plyer rank tinggi tapi mainnya cupu alias fider tolong hukuman itu di tingkatkan ,kalo sdh mmbaik saya akan naikan bintangnya game jahanam",1,negatif
I love you monton😘,5,positif
"ngajukan pengaduan laporan kok ga pernah berhasil, padahal jelas jelas feeder KDA 0/6/0 gajelas banget moonton",5,positif
Bagusssssss,5,positif
"game ini tidak rekomen, orang kalah trs, gmn mau rekomen coba",1,negatif
"game haram, cape bgt maen wlwl trs",1,negatif
timnya kek kotoran,1,negatif
lumayan bagus tapi drak sistem berkeliaran mau mitic gak bisa bisa tolong jangan di kasi drak sistem,4,positif
BERIKAN KEBERUNTUNGAN,5,positif
game haram,5,positif
"bikinin skin Hanzo lah min, starlight juga gpp yg penting ada",5,positif
seru abis,5,positif
menyala,5,positif
bagus,5,positif
saya sangat menyukai game ini,5,positif
game sampah,1,negatif
banyak citer yang sering ngelag in jaringan,1,negatif
Game sistem ngaco anjinz jaringan di perbaiki lagi woyyy moonton,1,negatif
nice,5,positif
"game jelek jangan di download,game GK jelas ini bikin stres GK usah di download",1,negatif
"banyak pemain yg gak tau main sekarang ML,,enakan game HOK dari pada ML",1,negatif
"gilaaaa jirr, masa gw main tmn"" gw kebanyakan masih master (gw dah gm), trus lawannya pada epic sm legen, gk ngotakk jirrr moonton mana dah berapa kali gw main gitu terus anying,jaringan gw juga yg pas blm main masih bagus, eh pas main tb"" banget langsung jlk, padahal kondisi sinyal nya bagus, tmn"" gw yg lain main game pada lancar"" ae,gw lag hanya 5 detik tapi moonton mainin akun gw sampe 5 menit, wahhhh gak sekalian aja dari awal main dah lu aja yg mainin gw ton??",2,negatif
GK adil kocak kasih tim dark sistem semua kocak moonton kocak,1,negatif
"tolong dong di atur masalah Draft nya ga solo , duo , trio , berlima dapet team nya ga belend , jangan nampilin skin Mulu , udah untung gede juga",5,positif
keren,5,positif
game stres di kasih team drak sistem mulu HOK TERBAIK,1,negatif
game lumayan bagus,4,positif
ga jelas game pilih kasi apan tim musuh jagi t kita noop anjin bagat,1,negatif
"GMNYA RADAK RUSAK MASA MAIN CUMAN GANTI WIFI KE DATA LAMA BENNER , GABISA LOGIN MALAHAN BIKIN KREDIK SKOR KURANG AJA HEDE?? TOLONG DI PERBAIKAN",1,negatif
"knp y monton,,klau aku main solo psti tmn aku dark system smua,,tpi musuhnya jago²,,knp y,monton punya otak kn,,klau pnya otak di pake y,,aku jdi bnci game ini,,sbnarnya ap slh ku monton,aku cpk mvp klh trus,,coba yg adil lh,,jgn untung sbelah pihak,",1,negatif
nice,5,positif
ya mungkin ada sedikit bug tapi tidak apa apa karena itu bisa di perbaiki,5,positif
More sangat menghibur orang orang,5,positif
gameee lolll,1,negatif
"match rusak gak seimbang,aku party 4 grand master,dan mereka murni grand master,di kasih musuh 1 mythic,4legend.ya minimal musuhnya epik lah atau 1 mythic 4 grand master",1,negatif
enak banget kalau main ini,5,positif
"sinyal bagus, malah merah , padahal udh 5G tetep aja ngelag, semakin kesini semakin aneh ni game",1,negatif
game nya bagus dan grafik nya bagus sekali cocok buat kalian yg mager mending main ini orang orang coba kalian download deh pasti ketagihan di coba yaaa guys kalo GK mau GK papa,5,positif
bagus,5,positif
"teruntuk moonton yang terhormat, tolong beri kami winstreak. capek woyy losetreak mulu, kami sampai gila mainin game nya",2,negatif
"kebanyakan Joki rank...game ga sehat,!!!",1,negatif
Game bagus,5,positif
nonton beri kemenangan aku terus kalok enggak aku hapus,5,positif
Gem ini sangat seru dari pada gem sebelah namum maaf ya knp di setiap gem ada aja bug jadi sangat meresah kan saya karena lagi main tiba tiba ada bug ke luwar jadi ya saya kadang gk main namaun tetep ko gen ini sangat seru,5,positif
"game makin lama makin aneh,masak jaringan bagus tiba-tiba langsung merah aja,Suka ada bug kemudian jika jaringan jelek maka dihitung Afk.mohon diperbaiki lagi",1,negatif
permainan ini tidak adil karena menilai dari skin yg. bagus kasih aj satu bintang,1,negatif
Game burik apa itu pas saya hapus gem nya malah gak bisa di atur bahasa terus akun saya diAFK terus gak bisa naik pangkat ke gran master,1,negatif
